chr bin "rec rate (cM per Mb)"
4 64 0.6339036604
4 65 0.0315014737
4 66 0.2371274286
4 67 0.1956772089
4 68 0.2753817748
4 69 0.4173094719
4 70 0.0567760502
4 71 0.3740337639
4 72 0.2330195101
4 73 0.0322772068
4 74 0.0995577431
4 75 0.1860060355
4 76 0.237546006
4 77 0.4295230786
4 78 0.3292678156
4 79 0.5588263589
4 80 0.3029101903
4 81 0.8107116087
4 82 1.3695613529
4 83 0.6451589223
4 84 0.6911505872
4 85 0.4513368591
4 86 0.7138567821
4 87 0.2928578084
4 88 0.2438006929
4 89 0.1105470493
4 90 0.3206503415
4 91 0.416688205
4 92 0.4503942287
4 93 0.5684125201
4 94 0.3888841565
4 95 0.1467602146
4 96 0.4034774161
4 97 0.5307455163
4 98 1.1516438161
4 99 0.2670949562
4 100 0.5988980238
4 101 0.4950564497
4 102 0.283532763
4 103 0.6067730684
4 104 0.5813327127
4 105 0.7012590133
4 106 0.644378098
4 107 0.3623194178
4 108 0.2732573776
4 109 0.6417035752
4 110 0.2625461979
4 111 0.8244231632
4 112 0.5526365682
4 113 0.9867343533
4 114 1.5183403324
4 115 0.8197451408
4 116 0.3379748199
4 117 1.4416406802
4 118 1.4766226733
4 119 1.4919336481
4 120 1.3136239389
4 121 0.6449616923
4 122 2.1994763329
4 123 1.8825044839
4 124 0.5486759158
4 125 0.7401539579
4 126 0.4720023029
4 127 0.6437304369
4 128 1.6282338419
4 129 1.662960635
4 130 1.8359332494
4 136 2.3540066587
4 137 0.9625026259
4 138 1.2353323193
4 139 0.7232932895
4 140 0.6559201091
4 141 0.8422439223
4 142 0.2046277797
4 143 0.007826173
5 0 0.5165352866
5 1 1.2489546876
5 2 2.1249282553
5 3 1.3613051175
5 4 0.5713449032
5 5 10.0496475761
5 6 1.1814125891
5 7 1.6398539431
5 8 2.595795499
5 9 1.3125795378
5 10 2.2597813824
5 11 1.8727839334
5 12 1.2212157204
5 13 1.3963471995
5 14 1.6329873803
5 15 0.576116698
5 16 1.1473204422
5 17 1.7331452587
5 18 1.6283696145
5 19 0.3630224056
5 20 1.5658130772
5 21 0.0267563099
5 22 0.660646723
5 23 0.1610238252
5 24 0.7235358992
5 25 0.0624170056
5 26 0.1268656955
5 27 0.3288152991
5 28 0.2576565474
5 29 0.149316778
5 30 0.1609123019
5 31 0.8170347755
5 32 0.3170443569
5 33 0.3509578746
5 34 0.8256084372
5 35 0.378912922
5 36 0.10743351
5 37 0.3181363953
5 38 0.2155197545
5 39 0.0240058694
5 40 0.0049716077
5 41 0.0524331121
5 42 0.1889574533
5 43 0.0179450997
5 44 0.088315143
5 45 0.0707780708
5 46 0.0399759371
5 47 0.0545587675
5 48 0.0991367576
5 49 0.1018366968
5 50 0.4174274991
5 51 0.4428218804
5 52 0.3100539052
5 53 0.1943503158
5 54 0.1336964984
5 55 0.4108312717
5 56 0.1910723787
5 57 0.1712515086
5 58 0.0131718401
5 59 0.0916662671
5 60 0.9245714817
5 61 0.9646218774
5 62 0.588832548
5 63 1.0572207726
5 64 0.6159819902
5 65 2.1062911368
5 66 2.0831527951
5 67 2.3568148921
5 68 1.2731935091
5 69 0.737979572
5 70 0.1570052179
5 71 0.2991081715
5 72 0.3610944243
5 73 0.2287611501
5 74 0.3590245153
5 75 1.3990336829
5 76 0.6489782547
5 77 0.8200492887
5 78 0.9707170145
5 79 0.8586689474
5 80 0.8734886527
5 81 0.884196714
5 82 0.2738551278
5 83 1.6706396587
5 84 0.5510526025
5 85 0.7626536684
5 86 0.259486438
5 87 0.7633779611
5 88 0.5028199725
5 89 0.9845535278
5 90 0.9648907342
5 91 1.6335605831
5 92 1.5278503098
5 93 1.2918394477
5 94 0.6618107485
5 95 0.5987609504
5 96 0.3688732193
5 97 0.9435978772
5 98 1.8202928828
5 99 2.3726535961
5 100 0.5627277151
5 101 0.4712910761
5 102 1.3803442693
5 103 1.2389382456
5 104 1.2050173782
5 105 1.2285614721
5 106 0.7082024827
5 107 0.7228113047
5 108 0.1198527805
5 109 0.0003429074
6 1 0.0003512615
6 2 0.0012490578
6 3 0.7606713682
6 4 1.3814817583
6 5 0.64450665
6 6 0.5792583695
6 7 2.0237484959
6 8 2.6229365734
6 9 2.3527286656
6 10 2.6960766485
6 11 2.0845515422
6 12 0.7202965393
6 13 1.3821520071
6 14 0.8611624033
6 15 1.6590316639
6 16 1.3537499433
6 17 1.4119667757
6 18 1.2279060768
6 19 1.1645585566
6 20 0.2265682272
6 21 1.2389884617
6 22 0.7807367744
6 23 1.1725244441
6 24 0.9552512821
6 25 0.7137252139
6 26 0.1994400605
6 27 4.2636127152
6 28 0.8665186543
6 29 2.0765231975
6 30 3.087389141
6 31 1.7497805042
6 32 0.1734374548
6 34 1.2712484867
6 35 1.1473049632
6 36 1.4033005172
6 37 0.8332898191
6 38 0.4640229562
6 39 0.3934197679
6 40 0.2441434272
6 41 0.6323755692
6 42 0.3713092815
6 43 1.0813292633
6 44 0.2088404539
6 45 0.1573430455
6 46 0.1313884135
6 47 0.1868954652
6 48 0.094339194
6 49 0.0390995024
6 50 0.1246616348
6 51 0.1195614796
6 52 0.0559697006
6 53 0.1053744497
6 54 0.0352011155
6 55 0.0687531015
6 56 0.1886668722
6 57 0.2164291649
6 58 0.5366811465
6 59 0.2191780815
6 60 1.0152544459
6 61 0.6569074688
6 62 1.1842548195
6 63 0.5735245878
6 64 0.4503341868
6 65 0.4758246612
6 66 0.3850349686
6 67 0.1831597961
6 68 1.3737425134
6 69 0.5609867554
6 70 1.1508383845
6 71 0.5346963259
6 72 0.6147391684
6 73 0.4696759493
6 74 0.2837673383
6 75 0.2168910415
6 76 0.481872199
6 77 0.1492258831
6 78 0.3849900739
6 79 1.8514515781
6 80 0.437285097
6 81 0.2491028258
6 82 0.1218352669
6 83 1.1160990059
6 84 0.3460236496
6 85 1.6098111252
6 86 1.2158988616
6 87 0.1356128646
6 88 0.0310058845
6 89 0.6896662876
6 90 0.3390136529
6 91 0.519933171
6 92 0.2536981634
6 93 0.530871719
6 94 0.2652710909
6 95 0.213611747
6 96 0.4082275814
6 97 0.0731529326
6 98 0.3264570899
6 99 0.1411518368
6 100 0.2851620791
6 101 0.4855678063
6 102 0.3189632756
6 103 0.1055151956
6 104 0.4718348386
6 105 0.1156575482
6 106 0.0828051228
6 107 0.2726167922
6 108 0.0982216379
6 109 0.12788713
6 110 0.1982677125
6 111 0.1759065512
6 112 0.3894322475
6 113 0.5642969026
6 114 0.2460294026
6 115 0.0907669328
6 116 0.1464340117
6 117 0.3720312149
6 118 0.3700507162
6 119 0.2924546159
6 120 0.1630508156
6 121 0.4810927936
6 122 0.4098471134
6 123 0.1877854395
6 124 0.5232771733
6 125 0.2395643225
6 126 0.6763252669
6 127 0.4757043893
6 128 0.3438632563
6 129 0.4493397202
6 130 0.444236397
6 131 0.7998933762
6 132 0.221976192
6 133 1.5540979971
6 134 1.0786215575
6 135 1.4831227936
6 136 3.0511983848
6 137 0.99479759
6 138 3.5791396595
6 139 1.3146939188
6 140 1.3033949105
6 141 1.1937695784
6 142 1.7089940887
6 143 3.1927684221
6 144 2.3449262043
6 145 1.8292862476
6 146 4.7781370418
6 147 0.4539544441
6 148 0.2494747407
6 149 0.4417420581
6 150 1.4352958675
6 151 1.618099467
6 152 1.7164202588
6 153 1.4413232425
6 154 1.3303672376
6 155 0.2323194272
6 156 0.3814206498
6 157 0.0126277444
7 0 0.0001334064
7 1 0.3289681073
7 2 0.6878570297
7 3 1.8687454613
7 4 3.0302950023
7 5 2.8178832307
7 6 1.5448227345
7 7 3.2470182419
7 8 2.2127880853
7 9 3.9686161566
7 10 1.5284629854
7 11 3.0068308115
7 12 3.3351109105
7 13 0.8858955161
7 14 1.5152414955
7 15 0.7024294118
7 16 1.5120549366
7 17 2.1241085191
7 18 2.5915957811
7 19 0.6953375
7 20 2.2901692746
7 21 0.4908287507
7 22 0.1380265272
7 23 0.0355090449
7 24 0.0771269402
7 25 0.158467077
7 26 0.0903383886
7 27 0.1265774301
7 28 0.1827051206
7 29 0.8333036426
7 30 1.1776781796
7 31 0.4298591715
7 32 0.5210150723
7 33 0.5054136604
7 34 0.7071828094
7 35 1.180004345
7 36 0.1276724904
7 37 0.4189482725
7 38 0.1544410949
7 39 0.8385723521
7 40 0.3971059335
7 41 1.0813090742
7 42 0.4867534759
7 43 0.3081339029
7 44 0.6990236471
7 45 0.6611988462
7 46 1.2844865709
7 47 0.6612348329
7 48 1.2811719885
7 49 1.3891858634
7 50 0.7329348611
7 51 0.409392768
7 52 0.5740180649
7 53 0.1538554897
7 54 0.5725117944
7 55 0.9278070532
7 56 0.1891751052
7 57 0.2763764876
7 58 0.5037257922
7 59 0.2522578725
7 60 0.1775263323
7 61 0.1261527692
7 62 0.1622824431
7 63 0.1906425917
7 64 0.3339006789
7 65 0.074292354
7 66 0.1844490732
7 67 0.1412049025
7 68 0.060191238
7 69 0.570456594
7 70 0.5834593658
7 71 0.6417885304
7 72 0.0384280183
7 73 0.1183280483
7 74 0.0988784907
7 75 0.0832868574
7 76 0.0214919042
7 77 0.0874643256
7 78 0.1474402761
7 79 0.2287099092
7 80 0.2392403881
7 81 0.0715420028
7 82 0.085547338
7 83 0.0443619673
7 84 0.0003976501
7 86 0.7472873458
7 87 0.4673625897
7 88 0.80072587
7 89 0.5075454067
7 90 0.8054704105
7 91 0.4124340391
7 92 1.1062800175
7 93 0.2435848986
7 94 0.4343088361
7 95 0.4161102441
7 96 0.207592854
7 97 0.520874293
7 98 1.1198615791
7 99 0.9471501407
7 100 0.6843223977
7 101 2.3381846278
7 102 0.5395896626
7 103 0.9077042026
7 104 0.8453838697
7 105 1.1172655016
7 106 0.7596034783
7 107 1.0543904517
7 108 0.9559774977
7 109 0.7036961222
7 110 0.4446291949
7 111 0.4309326781
7 112 0.7283501269
7 113 1.3558329567
7 114 1.7470438677
7 115 1.6421936811
7 116 1.7308118886
7 117 1.933408689
7 118 1.6694494488
7 119 1.3912869903
7 120 2.1709694658
7 121 1.3412294749
7 122 1.1815957056
7 123 2.3902227058
7 124 1.3129303679
7 125 2.0933943754
7 126 0.9533995295
7 127 1.8363418683
7 128 0.3191032023
7 129 0.3268781965
7 130 1.3289390082
7 131 0.0005468235
7 132 0.4352071512
8 0 0.0002692791
8 1 0.0794711512
8 2 0.5402850581
8 3 0.9285792387
8 4 1.3181544961
8 5 2.2037907459
8 6 3.1779562571
8 7 2.184312387
8 8 0.4739820742
8 9 1.7389585866
8 10 1.7111278057
8 11 1.7878934203
8 12 1.3212999629
8 13 0.3693561591
8 14 0.584264367
8 15 0.5229297925
8 16 0.8302449547
8 17 1.074479532
8 18 3.7466176603
8 19 1.9135751726
8 20 1.249585141
8 21 0.4816149714
8 22 0.5723413918
8 23 0.4904164834
8 24 0.9027557462
8 25 0.2202139189
8 26 0.2179244892
8 27 1.0824672138
8 28 0.2824438363
8 29 0.1293311002
8 30 0.936192254
8 31 1.6068741276
8 32 0.3438908965
8 33 0.6297148985
8 34 1.206501211
8 35 0.6395349361
8 36 0.1225501102
8 37 0.4361574131
8 38 0.8425268095
8 39 0.2547528896
8 40 0.256153617
8 41 0.9800150873
8 42 1.3303193961
8 43 0.5118585374
8 44 0.0616541368
8 45 0.4293922967
8 46 0.0350385054
8 47 0.1921423634
8 48 0.3853819861
8 49 0.0256119615
8 50 0.3697434065
8 51 0.0435698315
8 52 0.0193137911
8 53 0.0036595896
8 54 0.0096588896
8 55 0.0349195347
8 56 0.259649437
8 57 0.0269115368
8 58 0.0704699754
8 59 0.0287526671
8 60 0.0134558458
8 61 0.0085708812
8 62 0.0115919475
8 63 0.0247397328
8 64 0.0146853938
8 65 0.0273360721
8 66 0.0308237634
8 67 0.0151666273
8 68 0.0426192163
8 69 0.0606380564
8 70 0.0142917671
8 71 0.0314864142
8 72 0.0554238645
8 73 0.260431645
8 74 0.6191158295
8 75 0.6089086966
8 76 0.5409175375
8 77 0.21059801
8 78 0.470670628
8 79 1.2696882791
8 80 0.5508738387
8 81 1.2137992543
8 82 0.1244932352
8 83 0.2211601793
8 84 0.8827536645
8 85 0.5121380078
8 86 0.216794638
8 87 0.4197652919
8 88 0.3596068499
8 89 0.2286773542
8 90 0.1978958174
8 91 0.6687190156
8 92 0.4123083532
8 93 0.2905721812
8 94 0.1861024046
8 95 0.0280266619
8 96 0.0360066759
8 97 0.07508501
8 98 0.0755397437
8 99 0.0130286501
8 100 0.0490309472
8 101 0.0142827996
8 102 0.0210244757
8 103 0.0631791696
8 104 0.0885013678
8 105 0.1386303998
8 106 0.0278161931
8 107 0.2378963804
8 108 1.2775012041
8 109 0.2530089986
8 110 0.3937758554
8 111 0.4733411611
8 112 0.1949779127
8 113 0.265491043
8 114 0.2892815262
8 115 0.2594455464
8 116 0.1462322986
8 117 0.9055490502
8 118 0.3840262937
8 119 0.9165220389
8 120 1.3853021055
8 121 0.5677012292
8 122 1.0008963478
8 123 0.3122305697
8 124 0.6906230347
8 125 0.6961470553
8 126 0.3992426534
8 127 0.4894999999
8 128 0.8378301575
8 129 0.6654129113
8 130 1.0672877484
8 131 2.1846376039
8 132 2.0450058515
8 133 1.2101614385
8 134 0.7716508166
8 135 1.6353737893
8 136 0.6118095997
8 137 1.0203559692
8 138 1.7556448223
8 139 3.7449316247
8 140 1.8645975484
8 141 0.8823523365
